area,bathroom_num,bedroom_num,dev_name,furnishing,locality,post_date,price,type,user_type,year_posted,month_posted
1100.0,2.0,3.0,Lucky Homes,Unfurnished,Poonam Gardens,2020-01-10,19900.0,Multistorey Apartment,Agent,2020,01
1150.0,3.0,3.0,Arkade Group,Unfurnished,Mira Road,2020-01-12,21000.0,Multistorey Apartment,Agent,2020,01
1300.0,3.0,3.0,Strawberry Construction,Unfurnished,Mira Road,2020-01-12,22000.0,Multistorey Apartment,Agent,2020,01
1365.0,3.0,3.0,RNA NG Builders,Unfurnished,Ramdev Park,2020-01-04,22000.0,Multistorey Apartment,Agent,2020,01
1060.0,3.0,3.0,Arkade Group,Unfurnished,Vinay Nagar,2019-12-10,21000.0,Multistorey Apartment,Agent,2019,12
1250.0,3.0,3.0,Kinjal Group,Unfurnished,Unique Garden,2019-11-15,22000.0,Multistorey Apartment,Agent,2019,11
1150.0,3.0,3.0,M Baria Developers,Unfurnished,Tirupati Nagar,2019-11-20,18000.0,Multistorey Apartment,Agent,2019,11
1200.0,3.0,3.0,Evershine Builders,Unfurnished,Mira Road,2019-12-20,19000.0,Multistorey Apartment,Agent,2019,12
1365.0,2.0,3.0,Hubtown Limited,Unfurnished,Mira Road,2019-11-16,20000.0,Multistorey Apartment,Agent,2019,11
1250.0,3.0,3.0,Chheda Group,Unfurnished,Bhayandar East,2019-12-11,21000.0,Multistorey Apartment,Agent,2019,12
1060.0,2.0,3.0,Arkade Group,Unfurnished,Vinay Nagar,2019-12-16,22000.0,Multistorey Apartment,Agent,2019,12
1150.0,3.0,3.0,Cooperative Group Housing Society,Unfurnished,Mira Road,2020-01-13,23000.0,Multistorey Apartment,Agent,2020,01
1450.0,3.0,3.0,JP Infra,Unfurnished,Mira Road,2020-01-13,27000.0,Multistorey Apartment,Agent,2020,01
1170.0,2.0,3.0,Gujarat Group Builders & Developers and A.G. Superstructures Pvt. Ltd.,Unfurnished,Bhayandar East,2020-01-13,25000.0,Multistorey Apartment,Agent,2020,01
1250.0,2.0,3.0,Gujarat Group Builders & Developers and A.G. Superstructures Pvt. Ltd.,Unfurnished,Bhayandar East,2020-01-14,25000.0,Multistorey Apartment,Agent,2020,01
900.0,2.0,3.0,The Wadhwa Group,Unfurnished,Mulund West,2020-01-14,27000.0,Multistorey Apartment,Agent,2020,01
1400.0,3.0,3.0,SKD Realty LLP,Semi-Furnished,Mira Road,2020-01-14,28500.0,Multistorey Apartment,Agent,2020,01
1050.0,3.0,3.0,Gujarat Group Builders & Developers and A.G. Superstructures Pvt. Ltd.,Unfurnished,Bhayandar East,2020-01-11,27000.0,Multistorey Apartment,Agent,2020,01
1450.0,3.0,3.0,JP Infra,Unfurnished,Mira Road,2020-01-11,27000.0,Multistorey Apartment,Agent,2020,01
1400.0,2.0,3.0,Kalpataru Limited,Unfurnished,Mira Road,2020-01-14,28000.0,Multistorey Apartment,Agent,2020,01
1400.0,3.0,3.0,PNK Builder,Unfurnished,Mira Road,2020-01-14,25000.0,Multistorey Apartment,Agent,2020,01
1225.0,3.0,3.0,Unique Shanti Developers LLP,Unfurnished,Mira Road,2020-01-14,23000.0,Multistorey Apartment,Agent,2020,01
1400.0,2.0,3.0,Kalpataru Limited,Unfurnished,Mira Road,2020-01-12,26000.0,Multistorey Apartment,Agent,2020,01
789.0,3.0,3.0,Royal Palms,Unfurnished,Aarey Milk Colony,2019-12-22,25000.0,Residential House,Owner,2019,12
1341.0,3.0,3.0,Gujarat Group Builders & Developers and A.G. Superstructures Pvt. Ltd.,Semi-Furnished,Bhayandar East,2020-01-14,28000.0,Multistorey Apartment,Agent,2020,01
1350.0,3.0,3.0,Strawberry Construction,Unfurnished,Unique Garden,2020-01-10,23500.0,Multistorey Apartment,Agent,2020,01
1240.0,3.0,3.0,Strawberry Construction,Unfurnished,Mira Road,2020-01-10,26000.0,Multistorey Apartment,Agent,2020,01
1400.0,3.0,3.0,Shree Laxmi Developers,Furnished,Vinay Nagar,2020-01-11,27000.0,Multistorey Apartment,Agent,2020,01
1341.0,3.0,3.0,Gujarat Group Builders & Developers and A.G. Superstructures Pvt. Ltd.,Unfurnished,Bhayandar East,2019-12-15,27000.0,Multistorey Apartment,Agent,2019,12
1341.0,3.0,3.0,JP Infra,Unfurnished,Mira Road,2019-12-15,27000.0,Multistorey Apartment,Agent,2019,12
1390.0,3.0,3.0,Leena Group,Unfurnished,Mira Road,2019-12-14,25000.0,Multistorey Apartment,Agent,2019,12
1400.0,3.0,3.0,SKD Realty LLP,Semi-Furnished,Beverly Park,2020-01-06,27000.0,Multistorey Apartment,Agent,2020,01
1150.0,3.0,3.0,Royal Palms,Semi-Furnished,Aarey Milk Colony,2020-01-09,24000.0,Multistorey Apartment,Agent,2020,01
1050.0,2.0,4.0,HDIL,Unfurnished,Bhandup Industrial Estate,2019-11-21,41000.0,Multistorey Apartment,Agent,2019,11
1478.0,2.0,3.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-13,42000.0,Multistorey Apartment,Agent,2020,01
1495.0,3.0,3.0,Shapoorji Pallonji Real Estate,Semi-Furnished,Kandivali East,2020-01-13,42000.0,Multistorey Apartment,Agent,2020,01
1092.0,2.0,3.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-13,42000.0,Multistorey Apartment,Agent,2020,01
1495.0,2.0,3.0,Shapoorji Pallonji Real Estate,Unfurnished,Kandivali East,2020-01-12,44000.0,Multistorey Apartment,Agent,2020,01
1495.0,3.0,3.0,Shapoorji Pallonji Real Estate,Unfurnished,Kandivali East,2020-01-12,44000.0,Multistorey Apartment,Agent,2020,01
1495.0,2.0,3.0,Shapoorji Pallonji Real Estate,Unfurnished,Kandivali East,2020-01-14,44000.0,Multistorey Apartment,Agent,2020,01
1092.0,2.0,3.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-14,42000.0,Multistorey Apartment,Agent,2020,01
1150.0,3.0,3.0,Rustomjee,Furnished,Charkop Village,2020-01-12,36000.0,Multistorey Apartment,Agent,2020,01
1375.0,2.0,3.0,Acme Group,Furnished,Kandivali East,2020-01-13,44400.0,Multistorey Apartment,Agent,2020,01
1550.0,2.0,3.0,Park View Developers,Unfurnished,Devi Pada,2020-01-09,45000.0,Multistorey Apartment,Agent,2020,01
1150.0,2.0,3.0,Sanghvi Premises,Unfurnished,Borivali East,2020-01-09,45000.0,Multistorey Apartment,Agent,2020,01
1350.0,2.0,3.0,Sanghvi Premises,Unfurnished,Borivali East,2020-01-11,43000.0,Multistorey Apartment,Agent,2020,01
1190.0,2.0,3.0,Gurukrupa Group,Furnished,Jankalyan Nagar,2020-01-12,42000.0,Multistorey Apartment,Agent,2020,01
1211.0,3.0,3.0,Gurukrupa Group,Unfurnished,Jankalyan Nagar,2020-01-12,40000.0,Multistorey Apartment,Agent,2020,01
1349.0,3.0,3.0,CCI Projects Pvt. Ltd.,Unfurnished,Magathane,2020-01-13,42000.0,Multistorey Apartment,Agent,2020,01
1450.0,2.0,3.0,SD Corporation Private Limited,Unfurnished,"Thakur Village, Kandivali East",2020-01-12,42000.0,Multistorey Apartment,Agent,2020,01
1350.0,3.0,3.0,Shapoorji Pallonji Real Estate,Unfurnished,Samata Nagar,2020-01-10,42000.0,Multistorey Apartment,Agent,2020,01
1150.0,2.0,3.0,Shapoorji Pallonji Real Estate,Unfurnished,Samata Nagar,2020-01-10,40000.0,Multistorey Apartment,Agent,2020,01
1219.0,2.0,3.0,Neptune Group,Semi-Furnished,Bhandup West,2020-01-14,38000.0,Multistorey Apartment,Agent,2020,01
1250.0,2.0,3.0,Kanakia Spaces Realty Pvt. Ltd.,Furnished,Magathane,2020-01-12,37000.0,Multistorey Apartment,Agent,2020,01
1200.0,3.0,3.0,Grandeur Developer,Unfurnished,Magathane,2020-01-12,37000.0,Multistorey Apartment,Agent,2020,01
1160.0,3.0,3.0,HDIL,Unfurnished,Bhandup West,2020-01-14,45000.0,Multistorey Apartment,Agent,2020,01
1300.0,3.0,4.0,Nirmal Life Style,Semi-Furnished,Mulund West,2020-01-07,50000.0,Apartment,Agent,2020,01
1800.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2020-01-09,52000.0,Multistorey Apartment,Agent,2020,01
1800.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2019-12-10,54500.0,Multistorey Apartment,Agent,2019,12
1800.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2019-12-05,54500.0,Multistorey Apartment,Agent,2019,12
1700.0,3.0,4.0,Bren Corporation,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-13,55000.0,Multistorey Apartment,Agent,2020,01
2100.0,3.0,4.0,Aadi Properties,Semi-Furnished,Kanjurmarg East,2019-11-23,55000.0,Multistorey Apartment,Agent,2019,11
1765.0,3.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2019-11-26,57000.0,Multistorey Apartment,Agent,2019,11
1786.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2019-12-03,57000.0,Multistorey Apartment,Agent,2019,12
1730.0,4.0,4.0,Runwal Developers,Unfurnished,Mulund West,2020-01-14,60000.0,Multistorey Apartment,Agent,2020,01
1980.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,Madh,2019-12-10,60000.0,Multistorey Apartment,Agent,2019,12
1900.0,4.0,4.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2019-12-25,60000.0,Multistorey Apartment,Agent,2019,12
1478.0,3.0,3.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-14,47000.0,Multistorey Apartment,Agent,2020,01
1400.0,3.0,3.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-14,47000.0,Multistorey Apartment,Agent,2020,01
1092.0,2.0,3.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-13,47001.0,Multistorey Apartment,Agent,2020,01
1500.0,3.0,3.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-14,48000.0,Multistorey Apartment,Agent,2020,01
1385.0,3.0,4.0,Nirmal Life Style,Semi-Furnished,Mulund West,2020-01-14,63000.0,Apartment,Agent,2020,01
1800.0,3.0,4.0,BTM Developers,Semi-Furnished,Bhandup West,2020-01-07,63000.0,Apartment,Agent,2020,01
1630.0,4.0,4.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-11,62000.0,Apartment,Agent,2020,01
2100.0,5.0,4.0,Runwal Developers,Unfurnished,Mulund West,2020-01-14,62000.0,Apartment,Agent,2020,01
2380.0,4.0,4.0,JP Infra,Semi-Furnished,Gokuldham,2020-01-13,78000.0,Apartment,Agent,2020,01
2030.0,5.0,4.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-14,70000.0,Apartment,Agent,2020,01
3010.0,4.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-12,75000.0,Apartment,Agent,2020,01
2100.0,4.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-13,74000.0,Apartment,Agent,2020,01
1700.0,3.0,4.0,Raheja Developers Ltd.,Semi-Furnished,Powai,2020-01-14,75000.0,Apartment,Agent,2020,01
2016.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-14,70000.0,Apartment,Agent,2020,01
3000.0,4.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-14,75000.0,Apartment,Agent,2020,01
1896.0,4.0,4.0,JP Infra,Unfurnished,Gokuldham,2020-01-12,75000.0,Apartment,Agent,2020,01
1990.0,4.0,4.0,Evershine Builders,Unfurnished,Andheri West,2019-11-25,75000.0,Apartment,Agent,2019,11
1700.0,3.0,4.0,Raheja Developers Ltd.,Semi-Furnished,Powai,2020-01-14,75000.0,Apartment,Agent,2020,01
2800.0,5.0,4.0,Runwal Developers,Unfurnished,Mulund West,2020-01-13,75000.0,Apartment,Agent,2020,01
2000.0,4.0,4.0,Sunteck Realty Limited,Unfurnished,Magathane,2019-12-27,77000.0,Apartment,Agent,2019,12
2800.0,2.0,4.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-14,70000.0,Apartment,Agent,2020,01
1500.0,3.0,4.0,Raheja Developers Ltd.,Semi-Furnished,Powai,2020-01-14,75000.0,Apartment,Agent,2020,01
3050.0,6.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-14,75000.0,Apartment,Agent,2020,01
2900.0,5.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-14,75000.0,Apartment,Agent,2020,01
2800.0,4.0,4.0,DB Realty Limited,Unfurnished,Gokuldham,2020-01-13,75000.0,Apartment,Agent,2020,01
2415.0,4.0,4.0,Thakur Group,Furnished,"Thakur Village, Kandivali East",2020-01-08,75000.0,Apartment,Agent,2020,01
2600.0,4.0,4.0,Hiranandani Group,Semi-Furnished,Kandivali West,2020-01-13,76000.0,Apartment,Agent,2020,01
2000.0,5.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-13,74000.0,Apartment,Agent,2020,01
2860.0,3.0,4.0,Aster Group,Furnished,Film City Road,2020-01-14,79000.0,Apartment,Agent,2020,01
3150.0,6.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-04,75000.0,Apartment,Agent,2019,12
1950.0,3.0,4.0,Raheja Universal Pvt Ltd.,Semi-Furnished,Madh,2020-01-14,75000.0,Apartment,Agent,2020,01
3150.0,6.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-20,75000.0,Apartment,Agent,2019,12
2100.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-12,70000.0,Apartment,Agent,2020,01
2400.0,4.0,4.0,Nirmals Constructions,Furnished,LBS Marg,2020-01-13,75000.0,Apartment,Agent,2020,01
3150.0,6.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-31,75000.0,Apartment,Agent,2019,12
2050.0,4.0,4.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-13,71000.0,Apartment,Agent,2020,01
2450.0,5.0,4.0,K Raheja Construction,Unfurnished,Malad West,2019-12-26,70000.0,Apartment,Agent,2019,12
1850.0,4.0,4.0,Raheja Developers Ltd.,Semi-Furnished,Powai,2019-12-18,65000.0,Apartment,Agent,2019,12
2100.0,4.0,4.0,K Raheja Construction,Unfurnished,Mindspace,2019-12-19,75000.0,Apartment,Agent,2019,12
1650.0,3.0,4.0,Raheja Universal Pvt Ltd.,Furnished,"Thakur Village, Kandivali East",2019-12-07,75000.0,Apartment,Agent,2019,12
1990.0,4.0,4.0,Evershine Builders,Unfurnished,Andheri West,2019-11-15,75000.0,Apartment,Agent,2019,11
2580.0,4.0,4.0,JP Infra,Semi-Furnished,Goregaon East,2019-12-22,75000.0,Apartment,Agent,2019,12
2600.0,4.0,4.0,JP Infra,Semi-Furnished,Film City Road,2019-12-16,75000.0,Apartment,Agent,2019,12
3000.0,3.0,4.0,Mayfair Housing,Furnished,Vikhroli West,2019-11-26,70000.0,Apartment,Agent,2019,11
2110.0,4.0,4.0,Hiranandani Group,Semi-Furnished,Mahavir Nagar,2019-12-18,75000.0,Apartment,Owner,2019,12
1170.0,3.0,4.0,Nirmal Life Style,Semi-Furnished,Mulund West,2020-01-06,70000.0,Apartment,Owner,2020,01
2600.0,4.0,4.0,Sheth Creators,Unfurnished,Ghatkopar,2019-12-13,65000.0,Apartment,Agent,2019,12
2016.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-14,70000.0,Apartment,Agent,2020,01
1350.0,3.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-20,65000.0,Apartment,Agent,2019,12
2500.0,4.0,4.0,Runwal Developers,Unfurnished,Mulund West,2020-01-12,75000.0,Apartment,Agent,2020,01
2400.0,4.0,4.0,Runwal Developers,Semi-Furnished,Andheri West,2019-12-24,79000.0,Apartment,Agent,2019,12
1990.0,4.0,4.0,Evershine Builders,Unfurnished,Andheri West,2019-11-22,75000.0,Apartment,Agent,2019,11
2000.0,4.0,4.0,Sharapova pvt Ltd,Semi-Furnished,Mulund West,2020-01-12,72000.0,Apartment,Agent,2020,01
2450.0,4.0,4.0,Lokhandwala Infrastructure,Furnished,Lokhandwala Twp,2019-12-10,75000.0,Apartment,Agent,2019,12
2400.0,4.0,4.0,DB Realty Limited,Unfurnished,Gokuldham,2020-01-04,75000.0,Apartment,Agent,2020,01
2580.0,4.0,4.0,JP Infra,Semi-Furnished,Goregaon East,2019-12-13,70000.0,Apartment,Agent,2019,12
2016.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-12,70000.0,Apartment,Agent,2020,01
2580.0,4.0,4.0,JP Infra,Semi-Furnished,Goregaon East,2019-12-01,68000.0,Apartment,Agent,2019,12
650.0,2.0,1.0,Ekta World,Semi-Furnished,Dongarpada,2020-01-13,11500.0,Apartment,Agent,2020,01
630.0,2.0,1.0,Bhoomi Group,Furnished,Virar West,2020-01-12,10500.0,Apartment,Agent,2020,01
600.0,1.0,1.0,PNK Builder,Unfurnished,Beverly Park,2020-01-11,12000.0,Apartment,Agent,2020,01
650.0,2.0,1.0,Ravi Group,Unfurnished,Hatkesh Udyog,2020-01-13,12000.0,Apartment,Agent,2020,01
600.0,1.0,1.0,PNK Builder,Unfurnished,Mira Road,2020-01-12,12000.0,Apartment,Agent,2020,01
380.0,1.0,1.0,Scn Group,Semi-Furnished,Thakur Complex,2020-01-12,12500.0,Apartment,Agent,2020,01
500.0,1.0,1.0,Sanghvi Group Of Companies,Furnished,Mira Bhayandar,2020-01-08,12000.0,Builder Floor Apartment,Agent,2020,01
340.0,1.0,1.0,Royal Palms,Unfurnished,Aarey Milk Colony,2019-12-05,12500.0,Apartment,Agent,2019,12
350.0,1.0,1.0,Cooperative Group Housing Society,Unfurnished,"Thakur Village, Kandivali East",2019-12-28,12500.0,Apartment,Agent,2019,12
350.0,1.0,1.0,Scn Group,Unfurnished,Thakur Complex,2020-01-10,12000.0,Apartment,Agent,2020,01
450.0,1.0,1.0,Aditya Developers,Unfurnished,Goregaon East,2019-11-29,11000.0,Apartment,Agent,2019,11
750.0,2.0,1.0,Cosmos Group,Furnished,Virar,2019-12-25,12000.0,Apartment,Agent,2019,12
575.0,2.0,1.0,Ravi Group Of Builders And Developers,Semi-Furnished,Mira Road,2019-12-21,12000.0,Apartment,Agent,2019,12
645.0,2.0,1.0,Evershine Builders,Semi-Furnished,Mira Road,2019-12-27,12500.0,Apartment,Agent,2019,12
629.0,1.0,1.0,RNA NG Builders,Unfurnished,Mira Road,2019-11-24,11000.0,Apartment,Agent,2019,11
455.0,1.0,1.0,Shanti Developers,Unfurnished,Beverly Park,2019-11-21,11000.0,Apartment,Agent,2019,11
350.0,1.0,1.0,Cooperative Group Housing Society,Unfurnished,Thakur Complex,2019-11-15,12500.0,Apartment,Agent,2019,11
350.0,1.0,1.0,Cooperative Group Housing Society,Unfurnished,Thakur Complex,2019-12-13,12000.0,Apartment,Agent,2019,12
585.0,2.0,1.0,Pradeep Associates,Unfurnished,Mira Road,2019-12-16,12500.0,Apartment,Agent,2019,12
300.0,1.0,1.0,Sagar Builders,Unfurnished,Andheri West,2020-01-08,11000.0,Apartment,Agent,2020,01
500.0,1.0,1.0,Kalpataru Limited,Semi-Furnished,Mira Road,2019-11-30,12200.0,Apartment,Builder,2019,11
300.0,1.0,1.0,Srishti Group,Unfurnished,Chandivali,2019-11-19,12000.0,Apartment,Agent,2019,11
330.0,1.0,1.0,Ameya Builders and Property Developers And M. Baria Developers,Unfurnished,Virar West,2019-12-01,12000.0,Apartment,Owner,2019,12
500.0,1.0,1.0,PNK Builder,Unfurnished,Mira Road,2019-12-14,12500.0,Apartment,Owner,2019,12
510.0,1.0,1.0,Mayfair Housing,Unfurnished,Mira Road,2019-12-27,11000.0,Apartment,Owner,2019,12
180.0,1.0,1.0,Mahada Developer,Semi-Furnished,Malad West,2019-12-16,12000.0,Apartment,Owner,2019,12
489.0,1.0,1.0,I S A Enterprises,Semi-Furnished,Elphinstone,2020-01-08,10333.0,Apartment,Owner,2020,01
680.0,2.0,1.0,Ostwal Builders,Unfurnished,Beverly Park,2019-12-10,11500.0,Apartment,Agent,2019,12
540.0,1.0,1.0,PNK Builder,Unfurnished,Poonam Sagar,2019-12-15,12500.0,Builder Floor Apartment,Agent,2019,12
850.0,2.0,1.0,DB Realty Limited,Unfurnished,Mira Bhayandar,2020-01-10,12000.0,Apartment,Agent,2020,01
650.0,1.0,1.0,Salangpur Nirmaan,Unfurnished,Ramdev Park,2019-12-10,12500.0,Apartment,Agent,2019,12
540.0,1.0,1.0,PNK Builder,Unfurnished,Poonam Sagar,2020-01-03,11000.0,Builder Floor Apartment,Agent,2020,01
350.0,1.0,1.0,Scn Group,Unfurnished,Thakur Complex,2019-12-22,12500.0,Apartment,Agent,2019,12
600.0,2.0,1.0,Ritu Developer,Unfurnished,Mira Road,2020-01-11,12000.0,Apartment,Agent,2020,01
650.0,1.0,1.0,PNK Builder,Unfurnished,Mira Road,2019-12-01,11900.0,Apartment,Agent,2019,12
600.0,2.0,1.0,Ravi Group Of Builders And Developers,Unfurnished,Mira Road,2020-01-06,12500.0,Apartment,Agent,2020,01
570.0,2.0,1.0,Ravi Group,Unfurnished,Mira Road,2019-12-31,12000.0,Apartment,Agent,2019,12
550.0,1.0,1.0,Rashmi Housing Pvt Ltd.,Unfurnished,Mira Road,2020-01-13,10500.0,Apartment,Agent,2020,01
550.0,1.0,1.0,Rashmi Realty Builders Pvt. Ltd,Unfurnished,Mira Bhayandar,2020-01-03,11000.0,Apartment,Agent,2020,01
2580.0,4.0,4.0,JP Infra,Semi-Furnished,Gokuldham,2019-12-20,90000.0,Apartment,Agent,2019,12
2365.0,5.0,4.0,Ekta World,Semi-Furnished,Powai,2020-01-13,100000.0,Apartment,Agent,2020,01
3600.0,5.0,4.0,Runwal Developers,Unfurnished,Mulund West,2020-01-12,80000.0,Apartment,Agent,2020,01
2400.0,4.0,4.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-23,80000.0,Apartment,Agent,2019,12
2365.0,4.0,4.0,Ekta World,Semi-Furnished,Chandivali,2019-12-06,95000.0,Apartment,Agent,2019,12
2205.0,4.0,4.0,Lodha Group,Semi-Furnished,Goregaon East,2020-01-14,100000.0,Apartment,Agent,2020,01
2215.0,4.0,4.0,Runwal Developers,Unfurnished,Veena Nagar,2019-12-08,85000.0,Apartment,Agent,2019,12
2465.0,4.0,4.0,DB Realty Limited,Semi-Furnished,Gokuldham,2020-01-13,100000.0,Apartment,Agent,2020,01
1995.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Andheri East,2019-12-31,85000.0,Apartment,Agent,2019,12
1800.0,4.0,4.0,Lodha Group,Semi-Furnished,Aarey Milk Colony,2020-01-14,85000.0,Apartment,Agent,2020,01
2525.0,4.0,4.0,HCBS Developer,Unfurnished,Andheri West,2019-11-21,100000.0,Apartment,Agent,2019,11
2365.0,5.0,4.0,Ekta World,Furnished,Powai,2020-01-13,100000.0,Apartment,Agent,2020,01
1610.0,4.0,4.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Malad East,2020-01-14,85000.0,Apartment,Agent,2020,01
